listing_id,title,url,createdAt,neighbourhood,make,model,year,age,kilometers,mileage_per_year,bodyType,noOfCylinders,horsepower,transmissionType,fuelType,regionalSpecs,exteriorColor,sellerType,city,price,log_price,scraped_at,photo_urls
16882473,UNLIMITED MILEAGE WARANTY / SV + 1.5L + NAVIGATION + CAMERA + SENSORS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/nissan/sunny/2026/6/22/unlimited-mileage-waranty-sv-15l-navigatio-2-646---50014d6db917442eaff57a3ce05ea65b/,,Ras Al Khor Industrial,nissan,sunny,2023,3,17318,5772.67,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,28950,10.273325483001141,,
16880101,UNLIMITED MILEAGE WARRANTY / 490 AED MONTHLY / NAVIGATION + CAMERA + CAR PLAY / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/6/20/unlimited-mileage-warranty-490-aed-monthly-2-628---c09b0b26fa85469ba2587c316b721c3a/,,Ras Al Khor Industrial,ford,ecosport,2020,6,73046,12174.33,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,24950,10.124629101179664,,
16905475,UNLIMITED MILEAGE WARRANTY / 490 AED MONTHLY / NAVIGATION + CAMERA + CAR PLAY / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/7/11/unlimited-mileage-warranty-490-aed-monthly-2-007---f291df6b4486490084317c69913e73b8/,,Ras Al Khor Industrial,ford,ecosport,2020,6,96102,16017.0,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,22950,10.04107321548869,,
16880179,UNLIMITED MILEAGE WARRANTY / 480 AED MONTHLY / NAVIGATION + CAMERA + CAR PLAY / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/6/20/unlimited-mileage-warranty-480-aed-monthly-2-172---889c3643ea064a719ec80e1cd70b3ffa/,,Ras Al Khor Industrial,ford,ecosport,2020,6,81070,13511.67,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,23950,10.083723602839061,,
16904831,"UNLIMITED MILEAGE WARRANTY / NAVIGATION + CAMERA + CAR PLAY, ANDROID / 480 AED P.M/ IN HOUSE FINANCE",https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/7/10/unlimited-mileage-warranty-navigation-came-2-043---362eab7beb7f42f4af3b2c7ac2bf1760/,,Ras Al Khor Industrial,ford,ecosport,2020,6,41436,6906.0,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,25950,10.163926888594034,,
16907812,UNLIMITED MILEAGE WARRANTY / HATCHBACK + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/7/13/unlimited-mileage-warranty-hatchback-bluet-2-944---47564bb74dbe4217a723445f0472e9c4/,,Ras Al Khor Industrial,ford,figo,2020,6,45634,7605.67,Hatchback,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,17950,9.795345393916424,,
16840167,UNLIMITED MILEAGE WARRANTY / LEATHER SEATS + TREND + NAVIGATION + CAMERA + ALLOY WHEELS + CAR PLAY,https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/5/15/unlimited-mileage-warranty-leather-seats-t-2-712---ba458dc3648c49bbb4362559235fb9b2/,,Ras Al Khor Industrial,ford,ecosport,2019,7,112502,16071.71,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,20950,9.949893925350283,,
16763285,UNLIMITED MILEAGE WARRANTY / LEATHER SEATS + NAVIGATION + CAMERA + KEYLESS START + CRUISE CONTROL,https://dubai.dubizzle.com/motors/used-cars/ford/escape/2026/3/3/unlimited-mileage-warranty-leather-seats-n-2-671---7ccdc19e9b5349e9a7a6feb5e3bddc8c/,,Ras Al Khor Industrial,ford,escape,2019,7,94764,13537.71,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,26950,10.201738576337144,,
16767479,DEALER WARRANTY + FREE SERVICE UNTIL 09/2028 / LEATHER SEATS + BIG SCREEN / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/edge/2026/3/7/dealer-warranty-free-service-until-092028--2-128---527371b6d04446f1a2d0e23aefdcba4e/,,Ras Al Khor Industrial,ford,edge,2022,4,23027,5756.75,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,59950,11.00126616045566,,
16838548,UNLIMITED MILEAGE WARRANTY / R-DYNAMIC + CAMERA 360° + SUNROOF + APPLE CAR PLAY + SPORTS SEATS,https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-velar/2026/5/14/unlimited-mileage-warranty-r-dynamic-camer-2-463---1aa710dc2f7c475aa9babd7fb4aaa74c/,,Ras Al Khor Industrial,land rover,range rover velar,2018,8,88954,11119.25,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,97500,11.487607656985938,,
16796699,UNLIMITED MILEAGE WARRANTY / NAVIGATION + CAMERA +CRUISE CONTROL + APPLE CAR PLAY / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/hyundai/creta/2026/4/8/unlimited-mileage-warranty-navigation-came-2-410---bbb725d96b8744f397eacfcc52fc7593/,,Ras Al Khor Industrial,hyundai,creta,2023,3,132041,44013.67,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,42500,10.657259354912508,,
16810740,2021 / GCC / LIGHT CARGO TRUCK + TAIL LIFT + CRUISE CONTROL + POWER LOCKS + BLUETOOTH + LE DLIGHT,https://dubai.dubizzle.com/motors/used-cars/foton/view/2026/4/20/2021-gcc-light-cargo-truck-tail-lift-cruis-2-437---c978df7afe33452085acf6d7fb015fff/,,Ras Al Khor Industrial,foton,view,2021,5,269042,53808.4,Utility Truck,4.0,,Manual,Petrol,GCC,,Dealer,Dubai,47500,10.768484990022733,,
16772925,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/3/12/unlimited-mileage-warranty-sedan-bluetooth-2-306---16e88ebaf1c0419a8944fd12858aa17b/,,Ras Al Khor Industrial,ford,figo,2020,6,130672,21778.67,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,12980,9.471164990258082,,
16886210,MG MG5 Comfort 2025 | Brand New | Chinese Specs,https://dubai.dubizzle.com/motors/used-cars/mg/mg5/2026/6/25/mg-mg5-comfort-2025-brand-new-chinese-spec-2-088---791a51d45afd4b9e94dad2fb94d7b9f1/,,Ras Al Khor Industrial 3,mg,mg5,2025,1,0,0.0,Sedan,4.0,,Manual,Petrol,Chinese,,Dealer,Dubai,32500,10.388995368317829,,
16889861,"AED 1,567/month | Manufacturer Warranty | Service History | 30 Day Return | KIA SPORTAGE 2025",https://dubai.dubizzle.com/motors/used-cars/kia/sportage/2026/6/28/aed-1591month-manufacturer-warranty-servic-2-948---70bfc34c8e58422ab39a4380640d1adb/,,Barsha Heights (Tecom),kia,sportage,2025,1,43043,43043.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,99999,11.512915464920228,,
16887493,UNLIMITED MILEAGE WARANTY / SV + 1.5L + NAVIGATION + CAMERA + SENSORS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/nissan/sunny/2026/6/26/unlimited-mileage-waranty-sv-15l-navigatio-2-121---6084ed066dbd4c4f9bd357fa884d7b3b/,,Ras Al Khor Industrial,nissan,sunny,2023,3,18216,6072.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,28950,10.273325483001141,,
16904637,2024 MAZDA CX-5 GCC / CRUISE CONTROL + SMART KEY + CAMERA + NAVIGATION + CARPLAY / FINANCE AVAILABLE,https://dubai.dubizzle.com/motors/used-cars/mazda/cx-5/2026/7/10/2024-mazda-cx-5-gcc-cruise-control-smart-k-2-200---525108084b444242bc4dd0da28474676/,,Ras Al Khor Industrial,mazda,cx-5,2024,2,54846,27423.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,74950,11.224576503530743,,
16885960,🚗 NO CONVENIENCE FEES | UNDER WARRANTY | CERTIFIED PRE-OWNED | 0% DOWN PAYMENT,https://dubai.dubizzle.com/motors/used-cars/mg/zs/2026/6/25/no-convenience-fees-under-warranty-certifi-2-649---a73a8a8c42ee408fa5565baf571074d0/,,Al Quoz Industrial Area 3,mg,zs,2024,2,49104,24552.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,40900,10.618885342030893,,
16896707,UNLIMITED MILEAGE WARRANTY / SUNROOF + KEYLESS ENTRY + CRUISE CONTROL + CARPLAY  / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/honda/civic/2026/7/3/unlimited-mileage-warranty-sunroof-keyless-2-298---4fd49cb8777f4eeebd19df49024d594e/,,Ras Al Khor Industrial,honda,civic,2020,6,26494,4415.67,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,49950,10.8187777840767,,
16879039,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/6/19/unlimited-mileage-warranty-sedan-bluetooth-2-066---54efe25c3f4e474abf08445e8600743f/,,Ras Al Khor Industrial,ford,figo,2020,6,139790,23298.33,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,12980,9.471164990258082,,
16903192,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/7/9/unlimited-mileage-warranty-sedan-bluetooth-2-042---fbae59545ea24de8833ab461adf951a8/,,Ras Al Khor Industrial,ford,figo,2020,6,53464,8910.67,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,17950,9.795345393916424,,
16903185,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/7/9/unlimited-mileage-warranty-sedan-bluetooth-2-589---4a74abde17e640179f3f90a6632673b5/,,Ras Al Khor Industrial,ford,figo,2020,6,150414,25069.0,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,12950,9.468851067127684,,
16903178,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/7/9/unlimited-mileage-warranty-sedan-bluetooth-2-673---bd3044268f434c8383d04af299b69d2d/,,Ras Al Khor Industrial,ford,figo,2020,6,73284,12214.0,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,16950,9.738023112808596,,
16903173,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/7/9/unlimited-mileage-warranty-sedan-bluetooth-2-944---0dea55d10d204d8e9936e317f8df7926/,,Ras Al Khor Industrial,ford,figo,2020,6,101655,16942.5,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,14950,9.612466578818832,,
16886373,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/6/25/unlimited-mileage-warranty-sedan-bluetooth-2-482---9ce53fcd50c4426fb4ce51e7fbbeab49/,,Ras Al Khor Industrial,ford,figo,2020,6,99419,16569.83,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,14950,9.612466578818832,,
16897501,2024 AUDI S5 / 349HP + VIRTUAL COCKPIT + QUATTRO AWD + PANORAMIC / PREMIUM SPEC SEDAN,https://dubai.dubizzle.com/motors/used-cars/audi/s5/2026/7/4/2024-audi-s5-349hp-virtual-cockpit-quattro-2-344---3c5af7a5f05845e89cf5fe567c143722/,,Ras Al Khor Industrial,audi,s5,2024,2,6766,3383.0,Sedan,6.0,,Automatic,Petrol,Other,,Dealer,Dubai,215000,12.2783933071098,,
16815928,COUNTRYMAN S / SUNROOF +  LEATHER SEATS + NAVIGATION + LED LIGHT + PREMIUM SOUND SYSTEM,https://dubai.dubizzle.com/motors/used-cars/mini/countryman/2026/4/24/countryman-s-sunroof-leather-seats-navigat-2-255---5030dac842ac4bc094fb8882b42c9816/,,Ras Al Khor Industrial,mini,countryman,2018,8,118240,14780.0,SUV,4.0,,Automatic,Petrol,Other,,Dealer,Dubai,57900,10.966472663561087,,
16807730,"Fully loaded, No accident, No Paint with Complete Service history",https://dubai.dubizzle.com/motors/used-cars/mercedes-maybach/s-class/2026/4/17/fully-loaded-no-accident-no-paint-with-com-2-443---ae66d856a78b4931b752137085251713/,,Creek Gate,mercedes-maybach,s-class,2022,4,31000,7750.0,Sedan,12.0,,Automatic,Petrol,GCC,,Dealer,Dubai,640000,13.369223455335854,,
16900057,Audi TT RS GCC / QUATTRO + 360HP + CRUISE CONTROL + LEATHER INTERIOR + PREMIUM SOUND SYSTEM,https://dubai.dubizzle.com/motors/used-cars/audi/tt-rs/2026/7/6/audi-tt-rs-gcc-quattro-360hp-cruise-contro-2-407---8bb3c22d20ac491c8e5f39e2a9b476e9/,,Ras Al Khor Industrial,audi,tt rs,2012,14,170211,12157.93,Coupe,5.0,,Automatic,Petrol,GCC,,Dealer,Dubai,79900,11.288531131754366,,
16840076,UNLIMITED KMS WARRANTY / NAVIGATION + LED LIGHT + KEYLESS START + CRUISE CONTROL / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/escape/2026/5/15/unlimited-kms-warranty-navigation-led-ligh-2-467---7c19282603514212b637b8e4f4ec6843/,,Ras Al Khor Industrial,ford,escape,2021,5,129281,25856.2,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,34500,10.448714603019452,,
16796161,UNLIMITED MILEAGE WARRANTY / SEDAN + BLUETOOTH + USB + POWER LOCKS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/figo/2026/4/7/unlimited-mileage-warranty-sedan-bluetooth-2-838---a8328dcc23e04ee89684237e3f12cf52/,,Ras Al Khor Industrial,ford,figo,2020,6,108134,18022.33,Sedan,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,14950,9.612466578818832,,
16805700,UNLIMITED MILEAGE WARRANTY / 490 AED MONTHLY / NAVIGATION + CAMERA + CAR PLAY / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/4/15/unlimited-mileage-warranty-490-aed-monthly-2-176---acf2cfa8c3e7440393d06c6f24a5ee2b/,,Ras Al Khor Industrial,ford,ecosport,2020,6,99499,16583.17,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,22950,10.04107321548869,,
16796208,UNLIMITED MILEAGE WARANTY / SV + 1.5L + NAVIGATION + CAMERA + SENSORS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/nissan/sunny/2026/4/7/unlimited-mileage-waranty-sv-15l-navigatio-2-010---df4d211d9e5c41b2859d901cdeddb3da/,,Ras Al Khor Industrial,nissan,sunny,2023,3,16710,5570.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,29850,10.303940118820748,,
16848899,Zero KM Brand new 2keys Clean title Original paint no accident,https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover/2026/5/23/zero-km-brand-new-2keys-clean-title-origin-2-489---fe8efa9a60bf4aa4839e3278eb84fff1/,,Creek Gate,land rover,range rover,2025,1,0,0.0,SUV,8.0,,Automatic,Petrol,Canadian,,Dealer,Dubai,635000,13.36138027787483,,
16782552,UNLIMITED MILEAGE WARRANTY / CRUISE CONTROL + NAVIGATION + CAMERA + APPLE PLAY / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/ford/ecosport/2026/3/24/unlimited-mileage-warranty-cruise-control--2-360---994526acb1634c5f91a316d92c34d9b1/,,Ras Al Khor Industrial,ford,ecosport,2021,5,198410,39682.0,SUV,3.0,,Automatic,Petrol,GCC,,Dealer,Dubai,21950,9.996522418503318,,
16824882,UNLIMITED MILEAGE WARANTY / SV + 1.5L + NAVIGATION + CAMERA + SENSORS / IN HOUSE FINANCE,https://dubai.dubizzle.com/motors/used-cars/nissan/sunny/2026/5/2/unlimited-mileage-waranty-sv-15l-navigatio-2-151---fe1ca115e22b478ab688170dcf86f3bd/,,Ras Al Khor Industrial,nissan,sunny,2023,3,47193,15731.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,27600,10.225571051705241,,
16908840,JAECOO J7 Luxury 2026 - From Exclusive Distributor,https://dubai.dubizzle.com/motors/used-cars/jaecoo/j7/2026/7/14/jaecoo-j7-luxury-2026-from-exclusive-distr-2-785---abd4531eee7548cf817860faf077c39a/,,Al Khabaisi,jaecoo,j7,2026,0,0,0.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealership/Certified Pre-Owned,Dubai,82900,11.325390341123386,,
16886575,Black badge original paint no accident completely covered by PPF under warranty and service contract,https://dubai.dubizzle.com/motors/used-cars/rolls-royce/ghost/2026/6/25/black-badge-original-paint-no-accident-com-2-158---545f3ba38f3b42679c4f61adb80478b1/,,Creek Gate,rolls-royce,ghost,2023,3,18500,6166.67,Sedan,12.0,,Automatic,Petrol,GCC,,Dealer,Dubai,1300000,14.077874822431765,,
16886574,Zero KM brand V8 new 2keys Clean title Original paint no accident,https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2026/6/25/zero-km-brand-v8-new-2keys-clean-title-ori-2-163---0c961559937c4b0f944f77c8195769c1/,,Creek Gate,land rover,range rover sport,2025,1,0,0.0,SUV,8.0,,Automatic,Petrol,Canadian,,Dealer,Dubai,535000,13.190022025878143,,
16908838,Nissan Patrol Nismo 2016 GCC Specs,https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2026/7/14/nissan-patrol-nismo-2016-gcc-specs-2-884---8b0a4264a1f5428faa029c414616bfaf/,,Al Nahda (Dubai),nissan,patrol,2016,10,148000,14800.0,SUV,8.0,,Automatic,Petrol,GCC,,Owner,Dubai,56000,10.933106969717286,,
16838374,SWB zero KM brand new 2keys Clean title Original paint no accident,https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover/2026/5/14/swb-zero-km-brand-new-2keys-clean-title-or-2-610---6e138e939cfc4bbea8a2846a4e92a12e/,,Creek Gate,land rover,range rover,2025,1,0,0.0,SUV,8.0,,Automatic,Petrol,Canadian,,Dealer,Dubai,675000,13.422467969854667,,
16760797,Fully loaded Clean title 2keys Original paint no accident completely serviced,https://dubai.dubizzle.com/motors/used-cars/bmw/x7/2026/2/28/fully-loaded-clean-title-2keys-original-pa-2-402---61a975c36e754d22b58855aaff701fbd/,,Creek Gate,bmw,x7,2023,3,67000,22333.33,SUV,6.0,,Automatic,Petrol,Canadian,,Dealer,Dubai,265000,12.487485104968359,,
16819748,Clean Title zero km Brand New No accident No Paint,https://dubai.dubizzle.com/motors/used-cars/land-rover/defender/2026/4/28/clean-title-zero-km-brand-new-no-accident--2-958---b70b908f5822415db05dbc9b42ed0923/,,Creek Gate,land rover,defender,2025,1,91,91.0,SUV,6.0,,Automatic,Petrol,Canadian,,Dealer,Dubai,355000,12.779873068457553,,
16691829,Eperformance Fully loaded original paint Clean title Low mileage Plugs in hybrid completely serviced,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc-class/2026/1/2/eperformance-fully-loaded-original-paint-c-2-836---a302ed662fb24cb48a35c310f8afd76b/,,Creek Gate,mercedes-benz,glc-class,2025,1,8500,8500.0,Coupe,4.0,,Automatic,Hybrid,Canadian,,Dealer,Dubai,400000,12.89921982609012,,
16908814,Brand New Mercedes-Benz GLB 250 4MATIC 2025 | GCC Specs | Full Warranty,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glb-class/2026/7/14/brand-new-mercedes-benz-glb-250-4matic-202-2-700---334d3cf34f454486b948a747c7a96bba/,,Al Quoz Industrial Area 1,mercedes-benz,glb-class,2025,1,22612,22612.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,169000,12.037653993905211,,
16905543,2026 Mercedes-Benz C 200 AMG Premium Plus 1.5T RWD GCC 0Km With 2 Years Unlimited Mileage Warranty,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2026/7/11/2026-mercedes-benz-c-200-amg-premium-plus--2-414---3bb6f7a338664624b341e91965c36594/,,Ras Al Khor Industrial,mercedes-benz,c-class,2026,0,5,5.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,227999,12.337096521962048,,
16882842,G63 2016 GCC Up Green Brabus 800 2026,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2026/6/22/g63-2016-gcc-up-green-brabus-800-2026-2-011---b577cf6206a9482782d19feb9210d774/,,Mirdif Hills,mercedes-benz,g-class,2016,10,156000,15600.0,SUV,8.0,,Automatic,Petrol,GCC,,Owner,Dubai,225000,12.323855681186558,,
16908743,"UAEs Very Best Example | AED 3,825 Per Month",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/v-class/2026/7/14/uaes-very-best-example-aed-3825-per-month-2-028---f35b1637486a4eceab4a2949bed58236/,,Al Quoz Industrial Area 1,mercedes-benz,v-class,2023,3,5409,1803.0,Van,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,259000,12.464583340681674,,
16896165,"4,270 P.M |  CLA 35 AMG | 0% Downpayment | 2030 AGENCY WARRANTTY!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla-class/2026/7/3/4309-pm-cla-35-amg-0-downpayment-2030-agen-2-985---a09b8930a1df4e398a6a04eeedf55645/,,Al Quoz,mercedes-benz,cla-class,2025,1,50,50.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,217999,12.292245754604743,,
16688980,"2,997 P.M |  EQB 350 AMG | 0% Downpayment | AGENCY WARRANTY/SERVICE!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/eqb/2025/12/30/3525-pm-eqb-350-amg-0-downpayment-agency-w-2-293---ae3566f764d146a792ac4ecad68eaef7/,,Al Quoz,mercedes-benz,eqb,2025,1,17000,17000.0,SUV,,,Automatic,Electric,GCC,,Dealer,Dubai,152999,11.938186664405501,,
16895295,"2,350 P.M |  C200 AMG | 0% Downpayment | Perfect Condition!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2026/7/2/2350-pm-c200-amg-0-downpayment-perfect-con-2-574---2075806fbe574b599bf56b203b4557c6/,,Al Quoz,mercedes-benz,c-class,2021,5,81000,16200.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,119999,11.695238688396127,,
16714950,"4,505 P.M | GLE 53 AMG 4Matic | 0% Downpayment | Warranty",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gle-class/2026/1/21/5288-pm-gle-53-amg-0-downpayment-warranty--2-038---e976f6644c094ee983f091a79021a29e/,,Al Quoz,mercedes-benz,gle-class,2020,6,59000,9833.33,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Dubai,229999,12.345830240069793,,
16901062,"2,350 P.M |  E300 | 0% Downpayment | Under Warranty | Pristine!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2026/7/7/2350-pm-e300-0-downpayment-under-warranty--2-769---e5eac4d04ea14a00a346bdf0060ff7eb/,,Al Quoz,mercedes-benz,e-class,2020,6,37000,6166.67,Sedan,4.0,,Automatic,Petrol,European,,Dealer,Dubai,119999,11.695238688396127,,
16741843,"2,448 P.M | 0% Downpayment | Excellent Condition!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/slc-class/2026/2/12/2742-pm-0-downpayment-excellent-condition-2-831---93c513205b5442928622672d44385e3a/,,Al Quoz,mercedes-benz,slc-class,2020,6,43000,7166.67,Coupe,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,124999,11.736061016252439,,
16857830,"4,700 P.M |  GLC 200 | 0% Downpayment | AMG | Perfect Condition!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc-class/2026/6/2/4994-pm-glc-200-0-downpayment-amg-perfect--2-045---d830ccf4201142e199b91542c446ef4f/,,Al Quoz,mercedes-benz,glc-class,2025,1,7000,7000.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,239999,12.388390035648781,,
16899371,"4,074 P.M |  GLA 35 AMG | 0% Downpayment | 2029 AGENCY WARRANTY!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gla-class/2026/7/6/4113-pm-gla-35-amg-0-downpayment-2029-agen-2-479---b371ea0db1654a288035a6cac6275a42/,,Al Quoz,mercedes-benz,gla-class,2025,1,439,439.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,207999,12.24528855097959,,
16845522,"2,703  P.M |  GLC 200 | 0% Downpayment | Perfect Condition!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc-class/2026/5/20/2742-pm-glc-200-0-downpayment-perfect-cond-2-746---bce4e765afd143e9895c1346891e09a4/,,Al Quoz,mercedes-benz,glc-class,2021,5,82000,16400.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,137999,11.835001717736276,,
16755651,"2,272 P.M | 0% Downpayment | GLA 200 AMG",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gla-class/2026/2/24/2429-pm-0-downpayment-gla-200-amg-2-460---e36a4b1ce98e40369869c18a13003d12/,,Al Quoz,mercedes-benz,gla-class,2021,5,81000,16200.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,115999,11.661336849361689,,
16730700,"5,170 P.M | 0% Downpayment | CLE 200 AMG | 5 YEAR AGENCY WARRANTY!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cle-class/2026/2/3/5582-pm-0-downpayment-cle-200-amg-5-year-a-2-858---580d307a25d849c9961cef1612e5b772/,,Al Quoz,mercedes-benz,cle-class,2026,0,383,383.0,Coupe,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,263999,12.48370059424249,,
16860825,"4,896 P.M |  AMG GT 43 | 0% Downpayment | IMMACULATE!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/amg/2026/6/4/5288-pm-amg-gt-43-0-downpayment-immaculate-2-647---ab8f8288758f47d48e9d91a5eaf352ee/,,Al Quoz,mercedes-benz,amg,2021,5,67000,13400.0,Coupe,6.0,,Automatic,Petrol,GCC,,Dealer,Dubai,249999,12.429212196836383,,
16794619,"3,506 P.M |  CLA 35 | 0% Downpayment | Mercedes Warranty  Service!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla-class/2026/4/6/3682-pm-cla-35-0-downpayment-mercedes-warr-2-863---652fb85fd96c458ba7728fe885338943/,,Al Quoz,mercedes-benz,cla-class,2023,3,56000,18666.67,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,178999,12.095135498215107,,
16884673,"2,546 P.M |  A35 AMG | 0% Downpayment | IMMACULATE!",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2026/6/24/2644-pm-a35-amg-0-downpayment-immaculate-2-045---8845c6a040fb4c64af7d50aa318c081f/,,Al Quoz,mercedes-benz,a-class,2022,4,83000,20750.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,129999,11.77528203710044,,
